Repo,Metric,Value,
keptn,Name,Value,Level of concern
keptn,----------------------------,---------,------------------------------
keptn,Overall repository size,,
keptn,* Commits,,
keptn,* Count,8.92 k,
keptn,* Total size,5.59 MiB,
keptn,* Trees,,
keptn,* Count,37.4 k,
keptn,* Total size,25.1 MiB,
keptn,* Total tree entries,648 k,
keptn,* Blobs,,
keptn,* Count,33.8 k,
keptn,* Total size,1.02 GiB,
keptn,* Annotated tags,,
keptn,* Count,52,
keptn,* References,,
keptn,* Count,177,
keptn,* Branches,1,
keptn,* Tags,76,
keptn,* Remote-tracking refs,100,
keptn,,,
keptn,Biggest objects,,
keptn,* Commits,,
keptn,* Maximum size         [1],8.47 KiB,
keptn,* Maximum parents      [2],2,
keptn,* Trees,,
keptn,* Maximum entries      [3],104,
keptn,* Blobs,,
keptn,* Maximum size         [4],62.7 MiB,******
keptn,,,
keptn,History structure,,
keptn,* Maximum history depth,6.11 k,
keptn,* Maximum tag depth      [5],1,
keptn,,,
keptn,Biggest checkouts,,
keptn,* Number of directories  [6],413,
keptn,* Maximum path depth     [7],14,*
keptn,* Maximum path length    [8],159 B,*
keptn,* Number of files        [9],2.30 k,
keptn,* Total size of files   [10],123 MiB,
keptn,* Number of symlinks,0,
keptn,* Number of submodules  [11],12,
quic,Name,Value,Level of concern
quic,----------------------------,---------,------------------------------
quic,Overall repository size,,
quic,* Commits,,
quic,* Count,31.2 k,
quic,* Total size,21.6 MiB,
quic,* Trees,,
quic,* Count,141 k,
quic,* Total size,838 MiB,
quic,* Total tree entries,16.7 M,
quic,* Blobs,,
quic,* Count,277 k,
quic,* Total size,6.13 GiB,
quic,* Annotated tags,,
quic,* Count,0,
quic,* References,,
quic,* Count,36,
quic,* Branches,1,
quic,* Remote-tracking refs,35,
quic,,,
quic,Biggest objects,,
quic,* Commits,,
quic,* Maximum size         [1],11.3 KiB,
quic,* Maximum parents      [2],2,
quic,* Trees,,
quic,* Maximum entries      [3],2.51 k,**
quic,* Blobs,,
quic,* Maximum size         [4],9.46 MiB,
quic,,,
quic,History structure,,
quic,* Maximum history depth,28.2 k,
quic,* Maximum tag depth,0,
quic,,,
quic,Biggest checkouts,,
quic,* Number of directories  [5],3.46 k,*
quic,* Maximum path depth     [6],30,***
quic,* Maximum path length    [6],240 B,**
quic,* Number of files        [7],33.6 k,
quic,* Total size of files    [8],363 MiB,
quic,* Number of symlinks     [9],114,
quic,* Number of submodules  [10],3,
SONiC,Name,Value,Level of concern
SONiC,----------------------------,---------,------------------------------
SONiC,Overall repository size,,
SONiC,* Commits,,
SONiC,* Count,2.68 k,
SONiC,* Total size,1.38 MiB,
SONiC,* Trees,,
SONiC,* Count,6.41 k,
SONiC,* Total size,12.2 MiB,
SONiC,* Total tree entries,289 k,
SONiC,* Blobs,,
SONiC,* Count,4.25 k,
SONiC,* Total size,328 MiB,
SONiC,* Annotated tags,,
SONiC,* Count,0,
SONiC,* References,,
SONiC,* Count,66,
SONiC,* Branches,1,
SONiC,* Remote-tracking refs,65,
SONiC,,,
SONiC,Biggest objects,,
SONiC,* Commits,,
SONiC,* Maximum size         [1],3.75 KiB,
SONiC,* Maximum parents      [2],2,
SONiC,* Trees,,
SONiC,* Maximum entries      [3],193,
SONiC,* Blobs,,
SONiC,* Maximum size         [4],19.3 MiB,**
SONiC,,,
SONiC,History structure,,
SONiC,* Maximum history depth,1.54 k,
SONiC,* Maximum tag depth,0,
SONiC,,,
SONiC,Biggest checkouts,,
SONiC,* Number of directories  [5],312,
SONiC,* Maximum path depth     [5],5,
SONiC,* Maximum path length    [5],112 B,*
SONiC,* Number of files        [6],1.60 k,
SONiC,* Total size of files    [6],210 MiB,
SONiC,* Number of symlinks,0,
SONiC,* Number of submodules,0,
Vulkan-Tools,Name,Value,Level of concern
Vulkan-Tools,----------------------------,---------,------------------------------
Vulkan-Tools,Overall repository size,,
Vulkan-Tools,* Commits,,
Vulkan-Tools,* Count,7.82 k,
Vulkan-Tools,* Total size,2.87 MiB,
Vulkan-Tools,* Trees,,
Vulkan-Tools,* Count,18.2 k,
Vulkan-Tools,* Total size,16.3 MiB,
Vulkan-Tools,* Total tree entries,403 k,
Vulkan-Tools,* Blobs,,
Vulkan-Tools,* Count,18.0 k,
Vulkan-Tools,* Total size,2.35 GiB,
Vulkan-Tools,* Annotated tags,,
Vulkan-Tools,* Count,0,
Vulkan-Tools,* References,,
Vulkan-Tools,* Count,272,
Vulkan-Tools,* Branches,1,
Vulkan-Tools,* Tags,225,
Vulkan-Tools,* Remote-tracking refs,46,
Vulkan-Tools,,,
Vulkan-Tools,Biggest objects,,
Vulkan-Tools,* Commits,,
Vulkan-Tools,* Maximum size         [1],5.86 KiB,
Vulkan-Tools,* Maximum parents      [2],2,
Vulkan-Tools,* Trees,,
Vulkan-Tools,* Maximum entries      [3],57,
Vulkan-Tools,* Blobs,,
Vulkan-Tools,* Maximum size         [4],6.86 MiB,
Vulkan-Tools,,,
Vulkan-Tools,History structure,,
Vulkan-Tools,* Maximum history depth,7.73 k,
Vulkan-Tools,* Maximum tag depth,0,
Vulkan-Tools,,,
Vulkan-Tools,Biggest checkouts,,
Vulkan-Tools,* Number of directories  [5],66,
Vulkan-Tools,* Maximum path depth     [5],8,
Vulkan-Tools,* Maximum path length    [6],116 B,*
Vulkan-Tools,* Number of files        [7],336,
Vulkan-Tools,* Total size of files    [8],20.8 MiB,
Vulkan-Tools,* Number of symlinks,0,
Vulkan-Tools,* Number of submodules   [9],1,
scope,Name,Value,Level of concern
scope,----------------------------,---------,------------------------------
scope,Overall repository size,,
scope,* Commits,,
scope,* Count,6.29 k,
scope,* Total size,2.35 MiB,
scope,* Trees,,
scope,* Count,26.1 k,
scope,* Total size,13.1 MiB,
scope,* Total tree entries,365 k,
scope,* Blobs,,
scope,* Count,33.5 k,
scope,* Total size,497 MiB,
scope,* Annotated tags,,
scope,* Count,62,
scope,* References,,
scope,* Count,151,
scope,* Branches,1,
scope,* Tags,64,
scope,* Remote-tracking refs,86,
scope,,,
scope,Biggest objects,,
scope,* Commits,,
scope,* Maximum size         [1],16.0 KiB,
scope,* Maximum parents      [2],2,
scope,* Trees,,
scope,* Maximum entries      [3],642,
scope,* Blobs,,
scope,* Maximum size         [4],7.75 MiB,
scope,,,
scope,History structure,,
scope,* Maximum history depth,3.94 k,
scope,* Maximum tag depth      [5],2,*
scope,,,
scope,Biggest checkouts,,
scope,* Number of directories  [6],3.02 k,*
scope,* Maximum path depth     [7],14,*
scope,* Maximum path length    [7],144 B,*
scope,* Number of files        [8],11.3 k,
scope,* Total size of files    [9],139 MiB,
scope,* Number of symlinks,0,
scope,* Number of submodules,0,
netplugin,Name,Value,Level of concern
netplugin,----------------------------,---------,------------------------------
netplugin,Overall repository size,,
netplugin,* Commits,,
netplugin,* Count,2.12 k,
netplugin,* Total size,759 KiB,
netplugin,* Trees,,
netplugin,* Count,8.96 k,
netplugin,* Total size,3.17 MiB,
netplugin,* Total tree entries,89.8 k,
netplugin,* Blobs,,
netplugin,* Count,11.6 k,
netplugin,* Total size,200 MiB,
netplugin,* Annotated tags,,
netplugin,* Count,0,
netplugin,* References,,
netplugin,* Count,148,
netplugin,* Branches,1,
netplugin,* Tags,139,
netplugin,* Remote-tracking refs,8,
netplugin,,,
netplugin,Biggest objects,,
netplugin,* Commits,,
netplugin,* Maximum size         [1],2.01 KiB,
netplugin,* Maximum parents      [2],2,
netplugin,* Trees,,
netplugin,* Maximum entries      [3],169,
netplugin,* Blobs,,
netplugin,* Maximum size         [4],18.4 MiB,*
netplugin,,,
netplugin,History structure,,
netplugin,* Maximum history depth,1.33 k,
netplugin,* Maximum tag depth,0,
netplugin,,,
netplugin,Biggest checkouts,,
netplugin,* Number of directories  [5],630,
netplugin,* Maximum path depth     [6],22,**
netplugin,* Maximum path length    [6],219 B,**
netplugin,* Number of files        [7],2.82 k,
netplugin,* Total size of files    [8],68.6 MiB,
netplugin,* Number of symlinks     [9],3,
netplugin,* Number of submodules  [10],1,
nodetracer,Name,Value,Level of concern
nodetracer,----------------------------,---------,------------------------------
nodetracer,Overall repository size,,
nodetracer,* Commits,,
nodetracer,* Count,23.5 k,
nodetracer,* Total size,14.1 MiB,
nodetracer,* Trees,,
nodetracer,* Count,102 k,
nodetracer,* Total size,503 MiB,
nodetracer,* Total tree entries,10.2 M,
nodetracer,* Blobs,,
nodetracer,* Count,211 k,
nodetracer,* Total size,4.21 GiB,
nodetracer,* Annotated tags,,
nodetracer,* Count,0,
nodetracer,* References,,
nodetracer,* Count,3,
nodetracer,* Branches,1,
nodetracer,* Remote-tracking refs,2,
nodetracer,,,
nodetracer,Biggest objects,,
nodetracer,* Commits,,
nodetracer,* Maximum size         [1],9.11 KiB,
nodetracer,* Maximum parents      [2],2,
nodetracer,* Trees,,
nodetracer,* Maximum entries      [3],2.03 k,**
nodetracer,* Blobs,,
nodetracer,* Maximum size         [4],6.03 MiB,
nodetracer,,,
nodetracer,History structure,,
nodetracer,* Maximum history depth,21.2 k,
nodetracer,* Maximum tag depth,0,
nodetracer,,,
nodetracer,Biggest checkouts,,
nodetracer,* Number of directories  [5],2.78 k,*
nodetracer,* Maximum path depth     [6],30,***
nodetracer,* Maximum path length    [6],240 B,**
nodetracer,* Number of files        [7],30.8 k,
nodetracer,* Total size of files    [8],254 MiB,
nodetracer,* Number of symlinks     [9],114,
nodetracer,* Number of submodules  [10],3,
www.julialang.org,Name,Value,Level of concern
www.julialang.org,----------------------------,---------,------------------------------
www.julialang.org,Overall repository size,,
www.julialang.org,* Commits,,
www.julialang.org,* Count,7.40 k,
www.julialang.org,* Total size,3.49 MiB,
www.julialang.org,* Trees,,
www.julialang.org,* Count,90.2 k,
www.julialang.org,* Total size,18.2 MiB,
www.julialang.org,* Total tree entries,497 k,
www.julialang.org,* Blobs,,
www.julialang.org,* Count,64.0 k,
www.julialang.org,* Total size,1.93 GiB,
www.julialang.org,* Annotated tags,,
www.julialang.org,* Count,0,
www.julialang.org,* References,,
www.julialang.org,* Count,19,
www.julialang.org,* Branches,1,
www.julialang.org,* Tags,2,
www.julialang.org,* Remote-tracking refs,16,
www.julialang.org,,,
www.julialang.org,Biggest objects,,
www.julialang.org,* Commits,,
www.julialang.org,* Maximum size         [1],10.3 KiB,
www.julialang.org,* Maximum parents      [2],2,
www.julialang.org,* Trees,,
www.julialang.org,* Maximum entries      [3],192,
www.julialang.org,* Blobs,,
www.julialang.org,* Maximum size         [4],42.0 MiB,****
www.julialang.org,,,
www.julialang.org,History structure,,
www.julialang.org,* Maximum history depth,4.75 k,
www.julialang.org,* Maximum tag depth,0,
www.julialang.org,,,
www.julialang.org,Biggest checkouts,,
www.julialang.org,* Number of directories  [5],40.1 k,********************
www.julialang.org,* Maximum path depth     [5],7,
www.julialang.org,* Maximum path length    [5],129 B,*
www.julialang.org,* Number of files        [5],63.8 k,*
www.julialang.org,* Total size of files    [5],14.8 GiB,***************
www.julialang.org,* Number of symlinks,0,
www.julialang.org,* Number of submodules,0,
egeria,Name,Value,Level of concern
egeria,----------------------------,---------,------------------------------
egeria,Overall repository size,,
egeria,* Commits,,
egeria,* Count,22.0 k,
egeria,* Total size,11.4 MiB,
egeria,* Trees,,
egeria,* Count,379 k,
egeria,* Total size,105 MiB,
egeria,* Total tree entries,2.51 M,
egeria,* Blobs,,
egeria,* Count,347 k,
egeria,* Total size,26.9 GiB,**
egeria,* Annotated tags,,
egeria,* Count,1,
egeria,* References,,
egeria,* Count,105,
egeria,* Branches,1,
egeria,* Tags,48,
egeria,* Remote-tracking refs,56,
egeria,,,
egeria,Biggest objects,,
egeria,* Commits,,
egeria,* Maximum size         [1],17.3 KiB,
egeria,* Maximum parents      [2],2,
egeria,* Trees,,
egeria,* Maximum entries      [3],921,
egeria,* Blobs,,
egeria,* Maximum size         [4],73.2 MiB,*******
egeria,,,
egeria,History structure,,
egeria,* Maximum history depth,9.46 k,
egeria,* Maximum tag depth      [5],1,
egeria,,,
egeria,Biggest checkouts,,
egeria,* Number of directories  [6],11.6 k,*****
egeria,* Maximum path depth     [7],21,**
egeria,* Maximum path length    [7],336 B,***
egeria,* Number of files        [6],51.7 k,*
egeria,* Total size of files    [8],875 MiB,
egeria,* Number of symlinks     [9],29,
egeria,* Number of submodules,0,
shinken,Name,Value,Level of concern
shinken,----------------------------,---------,------------------------------
shinken,Overall repository size,,
shinken,* Commits,,
shinken,* Count,8.88 k,
shinken,* Total size,2.59 MiB,
shinken,* Trees,,
shinken,* Count,33.7 k,
shinken,* Total size,41.6 MiB,
shinken,* Total tree entries,1.03 M,
shinken,* Blobs,,
shinken,* Count,29.5 k,
shinken,* Total size,527 MiB,
shinken,* Annotated tags,,
shinken,* Count,1,
shinken,* References,,
shinken,* Count,82,
shinken,* Branches,1,
shinken,* Tags,64,
shinken,* Remote-tracking refs,17,
shinken,,,
shinken,Biggest objects,,
shinken,* Commits,,
shinken,* Maximum size         [1],4.15 KiB,
shinken,* Maximum parents      [2],2,
shinken,* Trees,,
shinken,* Maximum entries      [3],273,
shinken,* Blobs,,
shinken,* Maximum size         [4],12.6 MiB,*
shinken,,,
shinken,History structure,,
shinken,* Maximum history depth,6.27 k,
shinken,* Maximum tag depth      [5],1,
shinken,,,
shinken,Biggest checkouts,,
shinken,* Number of directories  [6],728,
shinken,* Maximum path depth     [7],9,
shinken,* Maximum path length    [8],106 B,*
shinken,* Number of files        [6],4.08 k,
shinken,* Total size of files    [9],74.2 MiB,
shinken,* Number of symlinks    [10],11,
shinken,* Number of submodules  [11],1,
astro,Name,Value,Level of concern
astro,----------------------------,---------,------------------------------
astro,Overall repository size,,
astro,* Commits,,
astro,* Count,13.4 k,
astro,* Total size,8.27 MiB,
astro,* Trees,,
astro,* Count,120 k,
astro,* Total size,75.3 MiB,
astro,* Total tree entries,1.90 M,
astro,* Blobs,,
astro,* Count,79.3 k,
astro,* Total size,1.91 GiB,
astro,* Annotated tags,,
astro,* Count,2.36 k,
astro,* References,,
astro,* Count,2.68 k,
astro,* Branches,1,
astro,* Tags,2.36 k,
astro,* Remote-tracking refs,317,
astro,,,
astro,Biggest objects,,
astro,* Commits,,
astro,* Maximum size         [1],41.4 KiB,
astro,* Maximum parents      [2],2,
astro,* Trees,,
astro,* Maximum entries      [3],1.00 k,*
astro,* Blobs,,
astro,* Maximum size         [4],9.35 MiB,
astro,,,
astro,History structure,,
astro,* Maximum history depth,9.03 k,
astro,* Maximum tag depth      [5],1,
astro,,,
astro,Biggest checkouts,,
astro,* Number of directories  [6],2.65 k,*
astro,* Maximum path depth     [7],12,*
astro,* Maximum path length    [7],122 B,*
astro,* Number of files        [8],7.29 k,
astro,* Total size of files    [8],84.2 MiB,
astro,* Number of symlinks     [9],4,
astro,* Number of submodules  [10],2,
ipython-wiki,Name,Value,Level of concern
ipython-wiki,----------------------------,---------,------------------------------
ipython-wiki,Overall repository size,,
ipython-wiki,* Commits,,
ipython-wiki,* Count,1.53 k,
ipython-wiki,* Total size,388 KiB,
ipython-wiki,* Trees,,
ipython-wiki,* Count,1.49 k,
ipython-wiki,* Total size,9.64 MiB,
ipython-wiki,* Total tree entries,160 k,
ipython-wiki,* Blobs,,
ipython-wiki,* Count,1.45 k,
ipython-wiki,* Total size,18.6 MiB,
ipython-wiki,* Annotated tags,,
ipython-wiki,* Count,0,
ipython-wiki,* References,,
ipython-wiki,* Count,3,
ipython-wiki,* Branches,1,
ipython-wiki,* Remote-tracking refs,2,
ipython-wiki,,,
ipython-wiki,Biggest objects,,
ipython-wiki,* Commits,,
ipython-wiki,* Maximum size         [1],506 B,
ipython-wiki,* Maximum parents      [2],2,
ipython-wiki,* Trees,,
ipython-wiki,* Maximum entries      [3],142,
ipython-wiki,* Blobs,,
ipython-wiki,* Maximum size         [4],95.5 KiB,
ipython-wiki,,,
ipython-wiki,History structure,,
ipython-wiki,* Maximum history depth,1.52 k,
ipython-wiki,* Maximum tag depth,0,
ipython-wiki,,,
ipython-wiki,Biggest checkouts,,
ipython-wiki,* Number of directories  [5],3,
ipython-wiki,* Maximum path depth     [5],3,
